time_hours,scenario_id,scenario_label,proteostasis_capacity_mean,proteostasis_capacity_sd,proteostasis_capacity_p05,proteostasis_capacity_p95,mitochondrial_reserve_mean,mitochondrial_reserve_sd,mitochondrial_reserve_p05,mitochondrial_reserve_p95,inflammatory_dysfunction_mean,inflammatory_dysfunction_sd,inflammatory_dysfunction_p05,inflammatory_dysfunction_p95,commitment_risk_mean,commitment_risk_sd,commitment_risk_p05,commitment_risk_p95,recovery_potential_mean,recovery_potential_sd,recovery_potential_p05,recovery_potential_p95
30.0,ire1_timed,Timed IRE1/XBP1 support,0.5044834218489644,0.06770856157787859,0.39310283805335416,0.6158640056445748,0.5428097201337757,0.060607806060788666,0.44310987916377836,0.6425095611037731,0.27243331980081326,0.06631415567746694,0.16334653371138014,0.3815201058902464,0.12403347700810322,0.048374075002210026,0.044458123629467716,0.20360883038673872,0.6779872138034981,0.054298165009638834,0.5886667323626422,0.767307695244354
32.0,ire1_timed,Timed IRE1/XBP1 support,0.4941768903126231,0.06995123459670018,0.3791071094010513,0.6092466712241948,0.5251787489916433,0.06168360378915369,0.4237092207584855,0.6266482772248011,0.27792491818862375,0.06772149614204923,0.16652305703495277,0.38932677934229476,0.12898930769110087,0.04895306090511762,0.048461522502182386,0.20951709288001935,0.6675836209436391,0.055331782664856236,0.5765628384599506,0.7586044034273276
34.0,ire1_timed,Timed IRE1/XBP1 support,0.48380688728696475,0.07221504288130587,0.3650131417472166,0.602600632826713,0.5075009509487959,0.06276358204472983,0.4042548584852153,0.6107470434123765,0.2835192881681475,0.06913457781537319,0.16979290766185856,0.3972456686744364,0.13428144817733745,0.04957895568489913,0.05272406607567838,0.21583883027899653,0.6567062798484568,0.05644377014803671,0.5638562779549363,0.7495562817419772
36.0,ire1_timed,Timed IRE1/XBP1 support,0.4733701263849842,0.07449593659366793,0.3508243106884005,0.595915942081568,0.4897727677864436,0.06384831610121001,0.3847422877999531,0.594803247772934,0.2892206356547121,0.07055354872102197,0.173160048008631,0.40528122330079325,0.13991123386509452,0.050252176872453216,0.05724640290990898,0.22257606482028006,0.6453422494217743,0.05763579497653082,0.5505313666853812,0.7401531321581675
38.0,ire1_timed,Timed IRE1/XBP1 support,0.46286322677918534,0.07679118879605648,0.3365417212096724,0.5891847323486983,0.47199053982350947,0.06493840199193882,0.3651668685467701,0.5788142111002488,0.2950331874098806,0.0719786584081561,0.17662829432846383,0.4134380804912974,0.14588012268840328,0.05097316458834682,0.06202926694057276,0.2297309784362338,0.6334784226532635,0.0589096243092275,0.5365720906645842,0.7303847546419427
40.0,ire1_timed,Timed IRE1/XBP1 support,0.4522827124202793,0.07909897272719667,0.32216490228404077,0.5824005225565179,0.4541505051118112,0.06603445697449022,0.3455238233887748,0.5627771868348477,0.3009611930546342,0.07341023714199145,0.18020135295605827,0.42172103315321013,0.1521896970155826,0.0517423757355834,0.0670734889305479,0.2373059051006173,0.6211015212101796,0.060267120091787134,0.5219621086591898,0.7202409337611694
42.0,ire1_timed,Timed IRE1/XBP1 support,0.44162501121234254,0.08141809153170873,0.3076922506426817,0.5755577717820034,0.4362487985840681,0.06713712000645296,0.325808236173453,0.5466893609946832,0.30700892710363803,0.07484868100976907,0.1838828468425679,0.43013500736470817,0.15884166558426,0.05256028225118871,0.07238000128105457,0.24530332988746542,0.608198089918047,0.06171023395023281,0.5066847550699141,0.70971142476618
44.0,ire1_timed,Timed IRE1/XBP1 support,0.4308864541437875,0.08374780073344198,0.29312132193727547,0.5686515863502996,0.4182814511540577,0.06824705223122984,0.3060150502336846,0.5305478520744308,0.3131806910212258,0.07629444110353384,0.18767633540591264,0.43868504663653896,0.16583786547397916,0.05342737125993609,0.0779498397513843,0.253725891196574,0.5947544911282453,0.06324100240353782,0.4907230421744256,0.6987859400820651
46.0,ire1_timed,Timed IRE1/XBP1 support,0.4200632743734841,0.08608768874481623,0.2784490263882614,0.5616775223587068,0.40024438876822743,0.06936493747274634,0.2861390666255597,0.5143497109108952,0.31948081529975497,0.0777480155638321,0.19158532969725117,0.44737630090225877,0.17318026411751772,0.05434414608282563,0.08378414381126956,0.26257638442376585,0.5807568989703884,0.06486154265227023,0.47405966130740385,0.687454136633373
48.0,ire1_timed,Timed IRE1/XBP1 support,0.4091516062713545,0.08843759465214684,0.26367176306857293,0.554631449474136,0.38213343140805284,0.07049148273800818,0.2661749423040294,0.4980919205120763,0.32591366156100077,0.07920994366439119,0.19561330423307727,0.45621401888892427,0.18087096135205757,0.05531112758818783,0.0898841564694886,0.27185776623462654,0.5661912934873334,0.06657404902854139,0.4566769828353828,0.675705604139284
50.0,ire1_timed,Timed IRE1/XBP1 support,0.3981474844127523,0.09079755052187781,0.24878551380426328,0.5475094550212413,0.36394429204241696,0.07162741872646938,0.24611718823737483,0.4817713958474591,0.33248362468127335,0.08068080137488315,0.19976370641959057,0.4652035429429561,0.1889121915113681,0.056328855637650437,0.09625122398743312,0.28157315903530306,0.5510434546505955,0.06838079010321474,0.4385570549308072,0.6635298543703837
52.0,ire1_timed,Timed IRE1/XBP1 support,0.38704684252591487,0.09316774019348337,0.23378590990763473,0.540307775144195,0.34567257552927,0.07277350034518237,0.22596016746144498,0.465384983597095,0.3391951349409571,0.08216119800896295,0.20403996421621304,0.47435030566570113,0.19730632556018507,0.05739789051168428,0.10288679566846443,0.2917258554519057,0.5352989562538857,0.07028410640384597,0.41968160121955905,0.6509163112882123
54.0,ire1_timed,Timed IRE1/XBP1 support,0.37584551239176955,0.09554846938098627,0.21866828026004714,0.533022744523492,0.32731377746580936,0.07393050722871063,0.20569809307458037,0.44892946185703836,0.34605266019918846,0.08365177367931939,0.20844549249670805,0.48365982790166884,0.20605587327198527,0.05851881426610765,0.10979242380423818,0.3023193227397324,0.5189431596824304,0.07228640868010841,0.40003201740365213,0.6378543019612087
56.0,ire1_timed,Timed IRE1/XBP1 support,0.36453922269535183,0.09794014367472997,0.20342768635042102,0.5256507590402826,0.30886328298640303,0.07509924426279324,0.18532502617410815,0.4324015397986979,0.3530607080944052,0.08515319735988229,0.21298369843739884,0.4931377177514116,0.21516348545138095,0.05969223200415517,0.1169697638045457,0.3133572070982162,0.5019612075556623,0.0743901766503531,0.37958936696583145,0.6243330481454932
58.0,ire1_timed,Timed IRE1/XBP1 support,0.35312359782807984,0.10034325215600737,0.1880589480314477,0.5181882476247119,0.29031636550746337,0.07628054211076664,0.16483487373525224,0.4157978572796745,0.3602238282715186,0.08666616540981165,0.21765798617237844,0.5027896703706588,0.22463195620237633,0.06091877306476951,0.12442057451083048,0.32484333789392217,0.48433801724082043,0.07659795816657616,0.35833437605680263,0.6103416584248382
60.0,ire1_timed,Timed IRE1/XBP1 support,0.3415941566401116,0.10275835506183503,0.17255666256339297,0.5106316507168303,0.2716681854184567,0.07747525774176969,0.14422138643324559,0.3991149844036679,0.3675466146364728,0.08819140045228177,0.2224717608924693,0.5126214683804763,0.23446422524375357,0.06219909213498646,0.13214671868170086,0.3367817318058063,0.466058274234921,0.07891236874160462,0.3362474276549814,0.5958691208148607
