module,time_hours,scenario_id,proteostasis_capacity,mitochondrial_reserve,inflammatory_dysfunction,commitment_risk,recovery_potential
prospective_calibration,72.0,atf6_support,0.21817008261510984,0.14699025565641932,0.6997353181250068,0.3245820626885476,0.3099070418636908
dynamic_state,0.0,mito_support,0.78,0.8,0.12,0.1,0.82
dynamic_state,2.0,mito_support,0.7504241333333334,0.8022244444444445,0.1349211111111111,0.09713277777777779,0.8167644444444444
dynamic_state,4.0,mito_support,0.7208184938740742,0.8042928455555556,0.1499240201,0.09486751344246915,0.8129225274044444
dynamic_state,6.0,mito_support,0.6911787674159748,0.8062015544862973,0.16501599431118788,0.09320509267812796,0.808451651783262
dynamic_state,8.0,mito_support,0.6615004576406952,0.8079467420213697,0.18020431064676443,0.09214659494495848,0.8033289874129355
dynamic_state,10.0,mito_support,0.6317788852465158,0.8095243977990731,0.19549625896321798,0.09169329709527708,0.7975314619513648
dynamic_state,12.0,mito_support,0.6020091869969002,0.8109303294539476,0.21089914550542962,0.09184667704417655,0.7910357515700713
dynamic_state,14.0,mito_support,0.5721863146875996,0.8121601616789439,0.22642029637883143,0.09260841749706446,0.7838182714290879
dynamic_state,16.0,mito_support,0.5423050340309681,0.8132093352058548,0.24206706106076015,0.09398040973628334,0.7758551659353191
dynamic_state,18.0,mito_support,0.5123599234561298,0.8140731057027112,0.2578468159520684,0.09596475746905714,0.7671222987805959
dynamic_state,20.0,mito_support,0.4823453728236141,0.8147465425868213,0.27376696797008726,0.09856378073904622,0.7575952427555314
dynamic_state,22.0,mito_support,0.45225558205304556,0.8152245277521045,0.289834958184066,0.10178001990383195,0.7472492693351648
dynamic_state,24.0,mito_support,0.4220845596624475,0.815501754209341,0.3060582654942475,0.10561623968069156,0.7360593380322562
dynamic_state,26.0,mito_support,0.3918261212176882,0.8155727246379324,0.3224444103557704,0.11007543326306436,0.7240000855139708
dynamic_state,28.0,mito_support,0.3614738876905676,0.8154317498477373,0.3390009585486244,0.11516082651015253,0.7110458144775642
