model,bootstrap,log_loss,brier,auc,accuracy
LatestRNAMLP,55,0.41457858222636684,0.14232036512875887,0.916083916083916,0.7837837837837838
LatestRNAMLP,56,0.2158416616358216,0.06659779553358018,0.9553571428571428,0.9166666666666666
LatestRNAMLP,57,0.314004034330134,0.10311957868739582,0.9273504273504273,0.8571428571428571
LatestRNAMLP,58,0.299667828496889,0.10084625030345772,0.9291666666666667,0.8529411764705882
LatestRNAMLP,59,0.2701258619188349,0.08909118617268783,0.9270833333333334,0.875
LatestRNAMLP,60,0.4443432165038709,0.16055236664823716,0.9444444444444444,0.7368421052631579
LatestRNAMLP,61,0.2869206311917612,0.08558417647612152,0.9705882352941176,0.9142857142857143
LatestRNAMLP,62,0.23863991303960158,0.07326912750197517,0.9545454545454545,0.9090909090909091
LatestRNAMLP,63,0.19414750153451987,0.05987535052472432,0.9479166666666667,0.9375
LatestRNAMLP,64,0.1739935497331559,0.04833657756740477,0.987603305785124,0.9696969696969697
LatestRNAMLP,65,0.3665624229125018,0.1268313233530768,0.9107142857142857,0.8055555555555556
LatestRNAMLP,66,0.4617399422577652,0.1657520281178559,0.8461538461538461,0.7428571428571429
LatestRNAMLP,67,0.3742132960837355,0.12342435525642759,0.9166666666666666,0.8333333333333334
LatestRNAMLP,68,0.4095607430261549,0.13726513063994228,0.9312499999999999,0.8055555555555556
LatestRNAMLP,69,0.37757948457138935,0.13115717154403855,0.9166666666666667,0.7941176470588235
LatestRNAMLP,70,0.3236278736224797,0.10779668251981496,0.9214285714285715,0.8421052631578947
LatestRNAMLP,71,0.17025653088448137,0.05215868214859415,0.9761904761904763,0.9411764705882353
LatestRNAMLP,72,0.08802635320956204,0.01811650439400174,1.0,1.0
LatestRNAMLP,73,0.2830925528495238,0.08876379022078483,0.9545454545454546,0.8857142857142857
LatestRNAMLP,74,0.36715812965707034,0.1271913940607779,0.9273504273504274,0.8
LatestRNAMLP,75,0.4790076103619805,0.1754892847238092,0.8714285714285714,0.7027027027027027
LatestRNAMLP,76,0.21138040763469565,0.07030903737060536,0.9761904761904763,0.8823529411764706
LatestRNAMLP,77,0.2994815872950315,0.10140634275674455,0.9291666666666667,0.8529411764705882
LatestRNAMLP,78,0.30838122605548385,0.10369611694268224,0.9102564102564104,0.8571428571428571
LatestRNAMLP,79,0.21730870547687872,0.07079692106017413,0.9705882352941176,0.8918918918918919
LatestRNAMLP,80,0.2570226732079254,0.08391650198201453,0.9333333333333333,0.8857142857142857
LatestRNAMLP,81,0.22763290061401922,0.06546700405082106,0.9785714285714285,0.9411764705882353
LatestRNAMLP,82,0.25040104926071666,0.08559124917300501,0.9120879120879121,0.8787878787878788
LatestRNAMLP,83,0.18391676559132727,0.051989431645726454,0.9957264957264957,0.967741935483871
LatestRNAMLP,84,0.21794025596363006,0.0666589640917396,0.9508928571428572,0.9166666666666666
LatestRNAMLP,85,0.299762084238612,0.09420575365471746,0.9405594405594406,0.8857142857142857
LatestRNAMLP,86,0.3759790445719924,0.13488165216134082,0.90625,0.7777777777777778
LatestRNAMLP,87,0.17626388854372405,0.05116502384405023,0.9733333333333334,0.9428571428571428
LatestRNAMLP,88,0.22000505969457904,0.07318746823938935,0.9761904761904763,0.8823529411764706
LatestRNAMLP,89,0.15231064707767647,0.04070014463981752,0.9917355371900827,0.9696969696969697
LatestRNAMLP,90,0.32291389549289595,0.10718221505649213,0.9145299145299146,0.8571428571428571
LatestRNAMLP,91,0.39786634692358613,0.14491500423767711,0.90625,0.75
LatestRNAMLP,92,0.29100088152843245,0.10371831587198937,0.9000000000000001,0.8285714285714286
LatestRNAMLP,93,0.2124141317870853,0.07009494408154972,0.9702380952380952,0.8823529411764706
LatestRNAMLP,94,0.41859296846939553,0.1501838119563474,0.8857142857142857,0.7567567567567568
LatestRNAMLP,95,0.3369237565732849,0.11711054075143827,0.9142857142857143,0.8108108108108109
LatestRNAMLP,96,0.3828469337694122,0.12721285281464279,0.9214285714285714,0.8235294117647058
LatestRNAMLP,97,0.48512589210153234,0.17789192322332134,0.9017857142857143,0.6944444444444444
