model,bootstrap,log_loss,brier,auc,accuracy
StaticMultimodalFusion,90,0.11091305958423114,0.03121369706598478,1.0,0.9705882352941176
StaticMultimodalFusion,91,0.21511195804840844,0.047621219929076315,0.9752066115702479,0.9393939393939394
StaticMultimodalFusion,92,0.0440345236460823,0.006368144263619707,1.0,1.0
StaticMultimodalFusion,93,0.4409206164421812,0.1166010874569433,0.9305555555555556,0.8055555555555556
StaticMultimodalFusion,94,0.42592223439162236,0.11305507625461532,0.9300699300699301,0.8108108108108109
StaticMultimodalFusion,95,0.24138326385752906,0.058705287529262164,0.9487179487179488,0.9428571428571428
StaticMultimodalFusion,96,0.22566098276249358,0.07658109824899202,1.0,0.8
StaticMultimodalFusion,97,0.296423714224328,0.08295166721550841,0.9572649572649573,0.8285714285714286
StaticMultimodalFusion,98,0.5689164372265006,0.14554336357290315,0.9272727272727272,0.7567567567567568
StaticMultimodalFusion,99,0.2306128007501728,0.07878530786125523,1.0,0.8055555555555556
EarlyImagingReporterGRU,0,0.28704824353152314,0.028613869717970846,0.9743589743589743,0.9714285714285714
EarlyImagingReporterGRU,1,0.10556905036731169,0.028401750046777384,1.0,0.9696969696969697
EarlyImagingReporterGRU,2,0.2049778642752997,0.055137285125538095,1.0,0.9411764705882353
EarlyImagingReporterGRU,3,0.19837772014491895,0.05354310205596612,1.0,0.9428571428571428
EarlyImagingReporterGRU,4,0.6498315897127508,0.0815763303328572,0.9722222222222222,0.9166666666666666
EarlyImagingReporterGRU,5,0.3741321529074433,0.05382034398412774,0.9642857142857143,0.9444444444444444
EarlyImagingReporterGRU,6,0.3837187317835631,0.05533792633283239,0.982905982905983,0.9428571428571428
EarlyImagingReporterGRU,7,0.28529847803207303,0.028579276235020285,0.9829059829059829,0.9714285714285714
EarlyImagingReporterGRU,8,0.1870579750067395,0.05063522466571637,1.0,0.9459459459459459
EarlyImagingReporterGRU,9,0.29492530841868714,0.02944508713650137,0.9791666666666666,0.9705882352941176
EarlyImagingReporterGRU,10,0.40753661431821053,0.05870240367985273,0.9834710743801652,0.9393939393939394
EarlyImagingReporterGRU,11,0.19341891188922194,0.05206560005719594,1.0,0.9444444444444444
EarlyImagingReporterGRU,12,0.38434821738602715,0.055352362316747214,0.9914529914529915,0.9428571428571428
EarlyImagingReporterGRU,13,0.484389259269915,0.0821411934909821,0.9658119658119658,0.9142857142857143
EarlyImagingReporterGRU,14,0.0013094043003016185,2.60276218271431e-05,1.0,1.0
EarlyImagingReporterGRU,15,0.9265604846190476,0.10934768627894209,0.953125,0.8888888888888888
EarlyImagingReporterGRU,16,0.20497866415330362,0.055137285125549614,1.0,0.9411764705882353
EarlyImagingReporterGRU,17,0.5386788418971303,0.054049831389666105,0.9790209790209791,0.9459459459459459
EarlyImagingReporterGRU,18,1.312202684037753,0.13158717971481818,0.9289772727272727,0.868421052631579
EarlyImagingReporterGRU,19,0.09675043260276836,0.02603492147013316,1.0,0.9722222222222222
EarlyImagingReporterGRU,20,0.6322800744239944,0.0793715787766805,0.972027972027972,0.918918918918919
EarlyImagingReporterGRU,21,0.001258653807660954,2.455765237052288e-05,1.0,1.0
EarlyImagingReporterGRU,22,0.5973760862901565,0.11204778166020729,0.9750000000000001,0.8823529411764706
EarlyImagingReporterGRU,23,0.0013949008695992144,2.6877098825317938e-05,1.0,1.0
EarlyImagingReporterGRU,24,0.2853372971966457,0.028579309201486117,0.9914529914529915,0.9714285714285714
EarlyImagingReporterGRU,25,0.19666713671359892,0.05350854157510564,1.0,0.9428571428571428
EarlyImagingReporterGRU,26,0.0983162958734981,0.026754253739812713,1.0,0.9714285714285714
EarlyImagingReporterGRU,27,0.11254540269277591,0.030239106341440804,1.0,0.967741935483871
EarlyImagingReporterGRU,28,0.3949883395186622,0.056965496238220184,0.9833333333333334,0.9411764705882353
EarlyImagingReporterGRU,29,0.6045837412198107,0.06061202561989434,0.9851851851851852,0.9393939393939394
EarlyImagingReporterGRU,30,0.3629430555220013,0.05234665664796532,0.9714285714285715,0.9459459459459459
EarlyImagingReporterGRU,31,0.2864716796739016,0.02860378148939909,0.9829059829059829,0.9714285714285714
EarlyImagingReporterGRU,32,0.00227382056401503,4.344156845143397e-05,1.0,1.0
EarlyImagingReporterGRU,33,0.7447728449248529,0.10757335945879992,0.9722222222222222,0.8888888888888888
EarlyImagingReporterGRU,34,0.0006442027344401743,1.4051523470377567e-05,1.0,1.0
EarlyImagingReporterGRU,35,0.3740974118819949,0.05382031324882022,0.96875,0.9444444444444444
EarlyImagingReporterGRU,36,0.6510879734462771,0.08160443025796041,0.9791666666666666,0.9166666666666666
EarlyImagingReporterGRU,37,0.5712063695013873,0.05717298582633678,0.972027972027972,0.9428571428571428
EarlyImagingReporterGRU,38,0.2105281607014716,0.056792802658874764,1.0,0.9393939393939394
EarlyImagingReporterGRU,39,0.4813417320592064,0.0820776963554606,0.9743589743589743,0.9142857142857143
EarlyImagingReporterGRU,40,0.29556821140447165,0.02945994620534978,0.9791666666666667,0.9705882352941176
EarlyImagingReporterGRU,41,0.4558745626912059,0.07765062036047203,0.9666666666666667,0.918918918918919
EarlyImagingReporterGRU,42,0.001938486769619161,3.674392844011255e-05,1.0,1.0
EarlyImagingReporterGRU,43,0.4433365847827851,0.07559787750492966,0.9635416666666667,0.9210526315789473
EarlyImagingReporterGRU,44,0.7055705245960222,0.10191160299556769,0.9642857142857143,0.8947368421052632
EarlyImagingReporterGRU,45,0.10560191015256412,0.0284017700404996,1.0,0.9696969696969697
EarlyImagingReporterGRU,46,0.36346206514219925,0.05235618301451699,0.9714285714285715,0.9459459459459459
EarlyImagingReporterGRU,47,0.3949671856111132,0.056965479233502744,0.9833333333333334,0.9411764705882353
EarlyImagingReporterGRU,48,0.3963246442692081,0.056995250034891705,0.9833333333333334,0.9411764705882353
EarlyImagingReporterGRU,49,0.0023998525122672517,4.5995302052808325e-05,1.0,1.0
EarlyImagingReporterGRU,50,0.10019123134406724,0.026793246244016748,1.0,0.9714285714285714
EarlyImagingReporterGRU,51,0.10884404201859303,0.02928928653012629,1.0,0.96875
EarlyImagingReporterGRU,52,0.3843497202174887,0.05535236238800693,0.9871794871794872,0.9428571428571428
EarlyImagingReporterGRU,53,0.3645203677717494,0.05237525085160241,0.9571428571428572,0.9459459459459459
EarlyImagingReporterGRU,54,1.139433551949308,0.11428683870987946,0.9727891156462585,0.8857142857142857
EarlyImagingReporterGRU,55,0.2768635177322725,0.027775633320670772,0.9821428571428571,0.9722222222222222
EarlyImagingReporterGRU,56,0.19286128586659856,0.05205579219575619,1.0,0.9444444444444444
EarlyImagingReporterGRU,57,1.1400696587793075,0.1143012756018945,0.9727891156462585,0.8857142857142857
EarlyImagingReporterGRU,58,0.28529884093563046,0.028579276270644546,0.982905982905983,0.9714285714285714
EarlyImagingReporterGRU,59,0.19773811760531196,0.05352865188553834,1.0,0.9428571428571428
EarlyImagingReporterGRU,60,0.3949946098729627,0.05696549777773237,0.9875,0.9411764705882353
EarlyImagingReporterGRU,61,0.20861604243349405,0.0567515020063438,1.0,0.9393939393939394
EarlyImagingReporterGRU,62,0.47024078964479316,0.0798412146404596,0.9553571428571428,0.9166666666666666
EarlyImagingReporterGRU,63,0.3962383549062308,0.05699075624480972,0.9833333333333333,0.9411764705882353
EarlyImagingReporterGRU,64,5.769211690007685e-05,3.619959637930108e-08,1.0,1.0
EarlyImagingReporterGRU,65,0.44485484582186857,0.07562570408041043,0.9427083333333334,0.9210526315789473
EarlyImagingReporterGRU,66,0.38425383371724625,0.05534798148804313,0.9743589743589743,0.9428571428571428
EarlyImagingReporterGRU,67,0.49739705036638876,0.0845318662018708,0.975,0.9117647058823529
EarlyImagingReporterGRU,68,0.09887803851869212,0.026764326909417956,1.0,0.9714285714285714
EarlyImagingReporterGRU,69,0.3841577800943462,0.055343601211129474,0.9743589743589743,0.9428571428571428
EarlyImagingReporterGRU,70,0.35433526979154345,0.050983644688968745,0.9427083333333334,0.9473684210526315
EarlyImagingReporterGRU,71,0.6696302388174894,0.08393163668972965,0.9720279720279721,0.9142857142857143
EarlyImagingReporterGRU,72,0.6509936421966903,0.08160017101501667,0.9652777777777778,0.9166666666666666
EarlyImagingReporterGRU,73,0.6504043806877934,0.08158615283496973,0.9583333333333334,0.9166666666666666
EarlyImagingReporterGRU,74,0.6879764256783767,0.08637044506762903,0.9714285714285714,0.9117647058823529
EarlyImagingReporterGRU,75,0.0032279753235126955,6.27694653532812e-05,1.0,1.0
EarlyImagingReporterGRU,76,0.293780270076845,0.02942433841938675,0.9958333333333333,0.9705882352941176
EarlyImagingReporterGRU,77,0.30271946898435576,0.030316018471449994,0.9958677685950413,0.9696969696969697
EarlyImagingReporterGRU,78,0.0006874265443147843,1.1070550211959814e-05,1.0,1.0
EarlyImagingReporterGRU,79,1.1078576581048578,0.11111644753769119,0.9874999999999999,0.8888888888888888
EarlyImagingReporterGRU,80,0.0031836156579868415,6.273434976284225e-05,1.0,1.0
EarlyImagingReporterGRU,81,1.8508880909770984e-05,2.0068703490903398e-09,0.9999999999999999,1.0
EarlyImagingReporterGRU,82,0.18651468493466988,0.050625681881602234,1.0,0.9459459459459459
EarlyImagingReporterGRU,83,0.46915033002805284,0.07982161639692914,0.9642857142857143,0.9166666666666666
EarlyImagingReporterGRU,84,0.2785201476526187,0.02780923290529878,0.9732142857142857,0.9722222222222222
EarlyImagingReporterGRU,85,0.3848825935125954,0.055362417400709435,0.9829059829059829,0.9428571428571428
EarlyImagingReporterGRU,86,0.5717367671597856,0.057183040109093954,0.958041958041958,0.9428571428571428
EarlyImagingReporterGRU,87,0.4076533889127437,0.058707052713784416,0.9876033057851239,0.9393939393939394
EarlyImagingReporterGRU,88,0.373579933582839,0.05381053814778021,0.9821428571428571,0.9444444444444444
EarlyImagingReporterGRU,89,0.10256313733605538,0.027570914227089956,1.0,0.9705882352941176
EarlyImagingReporterGRU,90,0.0014008960410709325,2.687805308366225e-05,1.0,1.0
EarlyImagingReporterGRU,91,0.0005377202026654989,9.292016539891525e-06,1.0,1.0
EarlyImagingReporterGRU,92,0.18705171168339518,0.05063522380670264,1.0,0.9459459459459459
EarlyImagingReporterGRU,93,0.4820105668524583,0.08209216471841539,0.9786324786324787,0.9142857142857143
EarlyImagingReporterGRU,94,7.09119520647629e-05,4.03406752057613e-08,1.0,1.0
EarlyImagingReporterGRU,95,0.30203183936283284,0.030300690833579755,0.9958677685950414,0.9696969696969697
EarlyImagingReporterGRU,96,0.000719604652206428,1.4911228417628446e-05,1.0,1.0
EarlyImagingReporterGRU,97,0.9015137914113307,0.10639234263327485,0.9545454545454546,0.8918918918918919
EarlyImagingReporterGRU,98,0.30198747969730694,0.03030065571798932,0.9958677685950413,0.9696969696969697
EarlyImagingReporterGRU,99,0.3237301134184357,0.032304540664858654,1.0,0.967741935483871
CausaFluxPoEDynamic,0,0.006637749022782269,0.0002763571272487568,1.0,1.0
CausaFluxPoEDynamic,1,0.3673816495127995,0.08239087579913414,0.9625,0.9166666666666666
CausaFluxPoEDynamic,2,0.2518075705691473,0.054433224682034854,0.9440559440559441,0.9459459459459459
CausaFluxPoEDynamic,3,0.13133905139299182,0.027963406483524435,0.9732142857142857,0.9722222222222222
CausaFluxPoEDynamic,4,0.24032988459633808,0.053619741073890136,0.9860139860139859,0.9459459459459459
CausaFluxPoEDynamic,5,0.13208605362268036,0.028135103899677303,0.9821428571428572,0.9722222222222222
CausaFluxPoEDynamic,6,0.12339600635067403,0.0263400991927747,0.9583333333333334,0.9736842105263158
CausaFluxPoEDynamic,7,0.01847787211808701,0.0010796862198084593,1.0,1.0
CausaFluxPoEDynamic,8,0.0067012014241724805,0.00027698842840312286,0.9999999999999999,1.0
CausaFluxPoEDynamic,9,0.3677899268013004,0.08242738424823061,0.9625,0.9166666666666666
CausaFluxPoEDynamic,10,0.24984056221082668,0.055080640697509814,0.9444444444444445,0.9444444444444444
CausaFluxPoEDynamic,11,0.1406639746913782,0.03040453929020313,0.9917355371900827,0.9696969696969697
CausaFluxPoEDynamic,12,0.011293490115488723,0.0005579904787301911,1.0,1.0
CausaFluxPoEDynamic,13,0.015203745121608736,0.0009830286213500078,1.0,1.0
CausaFluxPoEDynamic,14,0.13628144274649232,0.029382789148631277,0.9833333333333334,0.9705882352941176
CausaFluxPoEDynamic,15,0.14160433405169073,0.030573671617322634,1.0,0.9696969696969697
CausaFluxPoEDynamic,16,0.006903251980035794,0.00030616244408785423,1.0,1.0
CausaFluxPoEDynamic,17,0.0074221581652905615,0.0002913286052410501,1.0,1.0
CausaFluxPoEDynamic,18,0.1304622946034418,0.02796913357230155,0.9821428571428572,0.9722222222222222
CausaFluxPoEDynamic,19,0.13418536910761142,0.028739062897580287,0.982905982905983,0.9714285714285714
CausaFluxPoEDynamic,20,0.016845526589673226,0.0010381363506878644,1.0,1.0
CausaFluxPoEDynamic,21,0.12542987791554816,0.02750971255658278,0.9821428571428571,0.9722222222222222
CausaFluxPoEDynamic,22,0.007566868853868809,0.00043932173749490396,1.0,1.0
CausaFluxPoEDynamic,23,0.008165057197611748,0.0004562896565950205,1.0,1.0
CausaFluxPoEDynamic,24,0.015699420668142863,0.0008498568829412921,1.0,1.0
CausaFluxPoEDynamic,25,0.4948460580011913,0.11242645577937078,1.0,0.8857142857142857
CausaFluxPoEDynamic,26,0.2465585380230792,0.054970110242830515,0.9722222222222223,0.9444444444444444
CausaFluxPoEDynamic,27,0.1263512247718501,0.0271775920989574,0.980952380952381,0.972972972972973
CausaFluxPoEDynamic,28,0.3658040936285403,0.08234397539686053,0.98125,0.9166666666666666
CausaFluxPoEDynamic,29,0.14576582293114632,0.03035353268791509,0.9916666666666666,0.9705882352941176
CausaFluxPoEDynamic,30,0.014993042484137357,0.0009723692740950564,1.0,1.0
CausaFluxPoEDynamic,31,0.1421493352741455,0.029297097753788366,0.9658119658119657,0.9714285714285714
CausaFluxPoEDynamic,32,0.14113189844163204,0.030406386115637174,0.9917355371900827,0.9696969696969697
CausaFluxPoEDynamic,33,0.014255765499363767,0.0008385860056736831,1.0,1.0
CausaFluxPoEDynamic,34,0.25632418876779944,0.05787197669592263,1.0,0.9411764705882353
CausaFluxPoEDynamic,35,0.013032096266657807,0.0007301499553402357,1.0,1.0
CausaFluxPoEDynamic,36,0.2730044709399531,0.06034996183909022,0.9851851851851852,0.9393939393939394
CausaFluxPoEDynamic,37,0.013289002414154646,0.0009193562250667709,1.0,1.0
CausaFluxPoEDynamic,38,0.23516196965691627,0.05228246831852203,0.9714285714285714,0.9473684210526315
CausaFluxPoEDynamic,39,0.018864928799229973,0.0012117187154741984,1.0,1.0
CausaFluxPoEDynamic,40,0.017850370636010308,0.0010987408631064934,1.0,1.0
CausaFluxPoEDynamic,41,0.1319299330048832,0.02909169258190105,0.9916666666666667,0.9705882352941176
CausaFluxPoEDynamic,42,0.01188400969174818,0.0005994624480455822,1.0,1.0
CausaFluxPoEDynamic,43,0.23681101275270822,0.05232918182791067,0.9571428571428572,0.9473684210526315
CausaFluxPoEDynamic,44,0.01526148136890307,0.0009457942094799522,1.0,1.0
CausaFluxPoEDynamic,45,0.012690503066020029,0.0006017104715752194,1.0,1.0
CausaFluxPoEDynamic,46,0.2293639906218446,0.05181148392989352,0.9857142857142857,0.9473684210526315
CausaFluxPoEDynamic,47,0.244093167159085,0.054731303569796,0.9722222222222222,0.9444444444444444
CausaFluxPoEDynamic,48,0.014996752416377214,0.0009795129167643188,1.0,1.0
CausaFluxPoEDynamic,49,0.15183831338367657,0.030737751048907493,0.975,0.9705882352941176
CausaFluxPoEDynamic,50,0.14146519755944564,0.02997090058758032,0.9916666666666667,0.9705882352941176
CausaFluxPoEDynamic,51,0.13415012915233956,0.028748686329163994,0.9829059829059829,0.9714285714285714
CausaFluxPoEDynamic,52,0.2608501770343459,0.05829536400136259,1.0,0.9411764705882353
CausaFluxPoEDynamic,53,0.1367661568412279,0.028979461115867234,0.982905982905983,0.9714285714285714
CausaFluxPoEDynamic,54,0.13659895221942123,0.030016990911733384,0.9917355371900827,0.9696969696969697
CausaFluxPoEDynamic,55,0.3613325928497419,0.08045470007725278,0.9454545454545454,0.918918918918919
CausaFluxPoEDynamic,56,0.012434530192643463,0.0007262981926952785,1.0,1.0
CausaFluxPoEDynamic,57,0.1343276837267319,0.028729898003031856,0.9829059829059829,0.9714285714285714
CausaFluxPoEDynamic,58,0.006656918869456426,0.00026996081943581334,1.0,1.0
CausaFluxPoEDynamic,59,0.47836090214233956,0.10909387563381923,1.0,0.8888888888888888
CausaFluxPoEDynamic,60,0.23159968422129812,0.05203391788058453,0.9857142857142858,0.9473684210526315
CausaFluxPoEDynamic,61,0.013693234861891968,0.0009034715805749361,0.9999999999999999,1.0
CausaFluxPoEDynamic,62,0.13638161220508266,0.02941624963310244,0.9833333333333334,0.9705882352941176
CausaFluxPoEDynamic,63,0.14543889435393975,0.03082268105214297,0.9917355371900827,0.9696969696969697
CausaFluxPoEDynamic,64,0.015371647622583513,0.000974194229116272,1.0,1.0
CausaFluxPoEDynamic,65,0.1360795018077367,0.02839817374253463,0.9732142857142857,0.9722222222222222
CausaFluxPoEDynamic,66,0.13677904343607272,0.028979368260278228,0.9829059829059829,0.9714285714285714
CausaFluxPoEDynamic,67,0.3801910055007203,0.08493558064478222,0.9607843137254902,0.9142857142857143
CausaFluxPoEDynamic,68,0.011462679333451563,0.0005662186384789562,1.0,1.0
CausaFluxPoEDynamic,69,0.12470511431170385,0.02762702568234092,1.0,0.9722222222222222
CausaFluxPoEDynamic,70,0.004885124447249568,8.814134524551295e-05,1.0,1.0
CausaFluxPoEDynamic,71,0.12526677719869364,0.027507304254501694,0.9821428571428572,0.9722222222222222
CausaFluxPoEDynamic,72,0.0153251265014488,0.0008666234727736984,1.0,1.0
CausaFluxPoEDynamic,73,0.020658194292168894,0.0013399632998749862,1.0,1.0
CausaFluxPoEDynamic,74,0.1311169009211256,0.027853517701367864,0.9642857142857143,0.9722222222222222
CausaFluxPoEDynamic,75,0.01786140833335548,0.0012103838762564025,1.0,1.0
CausaFluxPoEDynamic,76,0.13652367531477266,0.028442341050846358,0.9732142857142857,0.9722222222222222
CausaFluxPoEDynamic,77,0.2585008354627379,0.058082395365187924,1.0,0.9411764705882353
CausaFluxPoEDynamic,78,0.003912379370165702,5.3335352110023826e-05,1.0,1.0
CausaFluxPoEDynamic,79,0.007890498050519418,0.00033299351515126275,1.0,1.0
CausaFluxPoEDynamic,80,0.3555831748340767,0.08011593428898611,0.9818181818181818,0.918918918918919
CausaFluxPoEDynamic,81,0.01870218988858069,0.0013549529850899675,1.0,1.0
CausaFluxPoEDynamic,82,0.01563247024825436,0.0009934904004795793,1.0,1.0
CausaFluxPoEDynamic,83,0.23904677879710748,0.0533233414211176,0.9580419580419581,0.9459459459459459
CausaFluxPoEDynamic,84,0.14674481956728158,0.03153502989831448,1.0,0.96875
CausaFluxPoEDynamic,85,0.14674481956728158,0.03153502989831448,1.0,0.96875
CausaFluxPoEDynamic,86,0.12537087756632426,0.0275077500543971,0.9821428571428571,0.9722222222222222
CausaFluxPoEDynamic,87,0.01391748967361373,0.0007970075304026712,1.0,1.0
CausaFluxPoEDynamic,88,0.12616974808366596,0.02706504304608398,0.9714285714285714,0.972972972972973
CausaFluxPoEDynamic,89,0.011359865508365666,0.0005601982936890805,1.0,1.0
CausaFluxPoEDynamic,90,0.37502539622476266,0.08462820594574831,1.0,0.9142857142857143
CausaFluxPoEDynamic,91,0.14674665911205492,0.03155417174322632,1.0,0.96875
CausaFluxPoEDynamic,92,0.00643295061964478,0.00025939705881660764,1.0,1.0
CausaFluxPoEDynamic,93,0.35086576287746074,0.0781856799131645,0.9285714285714285,0.9210526315789473
CausaFluxPoEDynamic,94,0.012329611098687921,0.0007346160060310667,1.0,1.0
CausaFluxPoEDynamic,95,0.24507450700963862,0.0549292617212148,0.986111111111111,0.9444444444444444
CausaFluxPoEDynamic,96,0.1379352657950324,0.030020557279141782,0.9834710743801653,0.9696969696969697
CausaFluxPoEDynamic,97,0.2722927899483562,0.060300806666614706,0.9851851851851852,0.9393939393939394
CausaFluxPoEDynamic,98,0.23809216997138488,0.053442334493526235,0.986013986013986,0.9459459459459459
CausaFluxPoEDynamic,99,0.016455078073235867,0.0010287164546327427,1.0,1.0
CausaFluxMoEDynamic,0,0.025940838896551133,0.0032945022824380217,1.0,1.0
CausaFluxMoEDynamic,1,0.12350316023374308,0.02965828160761554,0.9910714285714286,0.9722222222222222
CausaFluxMoEDynamic,2,0.11746415134840345,0.028213863097231395,0.9910714285714286,0.9722222222222222
CausaFluxMoEDynamic,3,0.01734673062928299,0.0024617345014329045,1.0,1.0
CausaFluxMoEDynamic,4,0.030089676933887595,0.004519697395946115,1.0,1.0
CausaFluxMoEDynamic,5,0.13934008946508547,0.032556770442825025,0.9917355371900827,0.9696969696969697
CausaFluxMoEDynamic,6,0.2277571015676604,0.05602538229573272,0.979020979020979,0.9459459459459459
CausaFluxMoEDynamic,7,0.0320139601876555,0.004933138304503343,1.0,1.0
CausaFluxMoEDynamic,8,0.1286330095171684,0.030016316511921264,0.9821428571428571,0.9722222222222222
CausaFluxMoEDynamic,9,0.12150933149302162,0.028399741780881886,0.9910714285714286,0.9722222222222222
CausaFluxMoEDynamic,10,0.12843617507272323,0.029054350625511757,0.9761904761904762,0.972972972972973
CausaFluxMoEDynamic,11,0.029223225286210994,0.004294199701321551,1.0,1.0
CausaFluxMoEDynamic,12,0.22544168615031557,0.05604235280416165,0.9791666666666666,0.9444444444444444
CausaFluxMoEDynamic,13,0.1304265355588802,0.031401547510798065,0.9916666666666666,0.9705882352941176
CausaFluxMoEDynamic,14,0.11683845978181402,0.028207989798090083,0.9910714285714286,0.9722222222222222
CausaFluxMoEDynamic,15,0.11626771957115098,0.027867214920226435,0.9952380952380953,0.972972972972973
CausaFluxMoEDynamic,16,0.03204313270877923,0.00509708072499515,1.0,1.0
CausaFluxMoEDynamic,17,0.21190709714567565,0.05320201720956841,1.0,0.9459459459459459
CausaFluxMoEDynamic,18,0.2369583454361361,0.05879259576814203,0.9857142857142857,0.9411764705882353
CausaFluxMoEDynamic,19,0.019507269891393356,0.002492260740352146,1.0,1.0
CausaFluxMoEDynamic,20,0.22986294751017375,0.05703352394171578,0.993006993006993,0.9428571428571428
CausaFluxMoEDynamic,21,0.31995936314504064,0.08012678037127656,0.9818181818181818,0.918918918918919
CausaFluxMoEDynamic,22,0.1307155637953905,0.030112499852032088,0.9821428571428572,0.9722222222222222
CausaFluxMoEDynamic,23,0.13433136028132336,0.03226635428700352,0.9958677685950412,0.9696969696969697
CausaFluxMoEDynamic,24,0.1383362078346968,0.03250011749393006,0.9958333333333333,0.9705882352941176
CausaFluxMoEDynamic,25,0.21985353498049454,0.054851871216352606,0.9930555555555556,0.9444444444444444
CausaFluxMoEDynamic,26,0.23455662085598183,0.05716515405923575,0.9861111111111112,0.9444444444444444
CausaFluxMoEDynamic,27,0.033310205057824296,0.005164053340536949,1.0,1.0
CausaFluxMoEDynamic,28,0.028304504239359006,0.004444389981626695,1.0,1.0
CausaFluxMoEDynamic,29,0.23354784189296054,0.05749652756123748,0.9861111111111112,0.9444444444444444
CausaFluxMoEDynamic,30,0.01855993324775907,0.002907482002433748,0.9999999999999999,1.0
CausaFluxMoEDynamic,31,0.22310396427250323,0.05543372857470692,0.9999999999999999,0.9444444444444444
CausaFluxMoEDynamic,32,0.02382932497805829,0.003121033709837262,1.0,1.0
CausaFluxMoEDynamic,33,0.13836804150506699,0.03283220327402372,0.9958677685950413,0.9696969696969697
CausaFluxMoEDynamic,34,0.21295490865083877,0.051989412239210504,0.9703703703703704,0.9487179487179487
CausaFluxMoEDynamic,35,0.24268253935747885,0.059785389259597733,1.0,0.9411764705882353
CausaFluxMoEDynamic,36,0.12200339836535612,0.02914962655863717,0.9955357142857143,0.9722222222222222
CausaFluxMoEDynamic,37,0.12812879423516813,0.030941795931974266,0.9914529914529915,0.9714285714285714
CausaFluxMoEDynamic,38,0.02678860795382554,0.0039662575603132645,1.0,1.0
CausaFluxMoEDynamic,39,0.32931094388307774,0.08171393638556972,0.9727272727272728,0.918918918918919
CausaFluxMoEDynamic,40,0.01530530564296376,0.001908205009663776,1.0,1.0
CausaFluxMoEDynamic,41,0.01335941458119696,0.0017956194415148484,1.0,1.0
CausaFluxMoEDynamic,42,0.226067377716905,0.05604822610330297,0.9791666666666666,0.9444444444444444
CausaFluxMoEDynamic,43,0.22647234040469189,0.056293535468289586,1.0,0.9444444444444444
CausaFluxMoEDynamic,44,0.23225407826480232,0.056291264867176324,0.9720279720279721,0.9459459459459459
CausaFluxMoEDynamic,45,0.12774902148759337,0.031062294096572393,0.9958333333333333,0.96875
CausaFluxMoEDynamic,46,0.13613115036363813,0.0323982763102833,0.9958333333333332,0.9705882352941176
CausaFluxMoEDynamic,47,0.025614776423483327,0.003223249748890307,1.0,1.0
CausaFluxMoEDynamic,48,0.1278105295767987,0.03050345756236151,0.9957264957264957,0.9714285714285714
CausaFluxMoEDynamic,49,0.014410591976523226,0.0015401407581332222,1.0,1.0
CausaFluxMoEDynamic,50,0.026458663195503482,0.0034016078850560632,1.0,1.0
CausaFluxMoEDynamic,51,0.12300909336140856,0.028908396829860253,0.9866071428571429,0.9722222222222222
CausaFluxMoEDynamic,52,0.2228288909238848,0.055439869548910385,0.9930555555555556,0.9444444444444444
CausaFluxMoEDynamic,53,0.12947974274400184,0.03151675506543069,1.0,0.9696969696969697
CausaFluxMoEDynamic,54,0.1329919402840126,0.031293727245072386,0.9871794871794872,0.9714285714285714
CausaFluxMoEDynamic,55,0.0320139601876555,0.004933138304503342,1.0,1.0
CausaFluxMoEDynamic,56,0.12504047523277506,0.029000714982299985,0.9866071428571429,0.9722222222222222
CausaFluxMoEDynamic,57,0.11428178168909515,0.027531995984681843,0.9857142857142858,0.972972972972973
CausaFluxMoEDynamic,58,0.22496227449877484,0.05552924859966159,0.979020979020979,0.9459459459459459
CausaFluxMoEDynamic,59,0.010755164802404692,0.0012278421697153297,1.0,1.0
CausaFluxMoEDynamic,60,0.23881869440412992,0.05835751069195244,0.9790209790209791,0.9428571428571428
CausaFluxMoEDynamic,61,0.23780529853327753,0.05936833822891709,0.9925925925925927,0.9393939393939394
CausaFluxMoEDynamic,62,0.01054855514422608,0.0008726360402063608,1.0,1.0
CausaFluxMoEDynamic,63,0.231474024098839,0.05747158886641739,0.993006993006993,0.9428571428571428
CausaFluxMoEDynamic,64,0.22905196093104366,0.057293711774539686,1.0,0.9428571428571428
CausaFluxMoEDynamic,65,0.1314030088226953,0.03095562063113517,1.0,0.9714285714285714
CausaFluxMoEDynamic,66,0.02792225608733328,0.004056897565332163,1.0,1.0
CausaFluxMoEDynamic,67,0.24171591897014388,0.05943589694927093,0.9857142857142858,0.9411764705882353
CausaFluxMoEDynamic,68,0.33304127065444544,0.08399262655758058,0.9901960784313725,0.9142857142857143
CausaFluxMoEDynamic,69,0.02305125215593233,0.003120091172122843,1.0,1.0
CausaFluxMoEDynamic,70,0.11662832422666966,0.028748061709626165,0.9957264957264957,0.9714285714285714
CausaFluxMoEDynamic,71,0.12221399720236573,0.028819001029455355,0.9910714285714286,0.9722222222222222
CausaFluxMoEDynamic,72,0.25561293494474757,0.06226241173280848,1.0,0.9393939393939394
CausaFluxMoEDynamic,73,0.12079292169094515,0.029187277785613714,0.9952380952380951,0.972972972972973
CausaFluxMoEDynamic,74,0.12381470343103015,0.028465567772537097,0.9761904761904762,0.972972972972973
CausaFluxMoEDynamic,75,0.0320944988145929,0.004750171159310718,1.0,1.0
CausaFluxMoEDynamic,76,0.21930653674076941,0.053993810442065415,0.9857142857142858,0.9473684210526315
