,time_hours,scenario_id,scenario_label,proteostasis_capacity_mean,proteostasis_capacity_sd,proteostasis_capacity_p05,proteostasis_capacity_p95,mitochondrial_reserve_mean,mitochondrial_reserve_sd,mitochondrial_reserve_p05,mitochondrial_reserve_p95,inflammatory_dysfunction_mean,inflammatory_dysfunction_sd,inflammatory_dysfunction_p05,inflammatory_dysfunction_p95,commitment_risk_mean,commitment_risk_sd,commitment_risk_p05,commitment_risk_p95,recovery_potential_mean,recovery_potential_sd,recovery_potential_p05,recovery_potential_p95
200,30.0,combo_recovery,Combination recovery program,0.5875102401418327,0.0645272403936313,0.4813629296943092,0.6936575505893562,0.6987484307247633,0.0652612817566651,0.5913936222350491,0.8061032392144776,0.2043664133572332,0.0652269468514324,0.0970680857866268,0.3116647409278396,0.1035704506052116,0.048527969172615,0.0237419413162598,0.1833989598941634,0.8148619798056662,0.0522959910933611,0.7288350744570872,0.9008888851542451
201,32.0,combo_recovery,Combination recovery program,0.5802655247996059,0.066114527335318,0.4715071273330077,0.6890239222662041,0.6956241083581277,0.0669391891750151,0.5855091421652279,0.8057390745510276,0.2065878134365949,0.0666178417382106,0.0970014637772384,0.3161741630959513,0.1053140590075677,0.049138621462835,0.0244810267012041,0.1861470913139313,0.8167328150797234,0.0532846344445741,0.729079591418399,0.9043860387410478
202,34.0,combo_recovery,Combination recovery program,0.5730416856785435,0.0677135116063493,0.4616529590860989,0.6844304122709881,0.6925023514114638,0.0686292111778469,0.5796072990239055,0.805397403799022,0.2088656463241884,0.0680200290916664,0.0969726984683972,0.3207585941799797,0.1071978435575494,0.0498000773782176,0.0252767162703814,0.1891189708447174,0.8183943890480029,0.0543458870963959,0.7289954047744316,0.9077933733215742
203,36.0,combo_recovery,Combination recovery program,0.5658370128891131,0.0693238257583019,0.4517993195167064,0.6798747062615199,0.6893814040113623,0.0703312455593294,0.5736865050662654,0.8050763029564592,0.2112013392533477,0.0694337896350253,0.0969827553037309,0.3254199232029644,0.1092217586056899,0.0505124271350694,0.0261288159685007,0.1923147012428792,0.819841505819169,0.0554818211651018,0.7285739100025765,0.9111091016357616
204,38.0,combo_recovery,Combination recovery program,0.5586497619028747,0.0709453449106365,0.4419446695248775,0.6753548542808719,0.6862594730010025,0.072045375719055,0.5677448299431571,0.804774116058848,0.2135963238149582,0.0708594855018784,0.0970324701643681,0.3301601774655483,0.1113858141323293,0.051275810148983,0.0270371064372522,0.1957345218274065,0.8210689236124913,0.0566946641751798,0.7278062010443205,0.914331646180662
205,40.0,combo_recovery,Combination recovery program,0.5514781533772067,0.0725781225240845,0.4320871418250877,0.6708691649293258,0.6831347277624767,0.0737718220435681,0.5617800805008072,0.8044893750241463,0.2160520368420135,0.0722975419086879,0.0971225804022219,0.3349814932818052,0.1136900763635826,0.0520904053516361,0.0280013595601412,0.199378793167024,0.8220713524619171,0.0579867365634361,0.7266831708150647,0.9174595341087696
206,42.0,combo_recovery,Combination recovery program,0.5443203729607482,0.0742223466728305,0.4222246126839419,0.6664161332375544,0.6800053000182049,0.0755109090379683,0.555789854650747,0.8042207453856628,0.218569921299727,0.0737484340668757,0.0972537472597164,0.3398860953397377,0.1161346684004995,0.0529564252679612,0.0290213488347033,0.2032479879662957,0.822843451880581,0.0593604144052105,0.7251955701840096,0.9204913335771524
207,44.0,combo_recovery,Combination recovery program,0.5371745710793513,0.0758783096244424,0.4123547517471434,0.6619943904115592,0.6768692836112353,0.0772630425987123,0.5497715785363535,0.8039669886861172,0.2211514271814604,0.0752126776935041,0.097426572375646,0.3448762819872747,0.1187197708618659,0.0538741123376873,0.0300968560663702,0.2073426856573615,0.8233798284850102,0.0608181074927363,0.723334041659459,0.9234256153105614
208,46.0,combo_recovery,Combination recovery program,0.5300388627023368,0.077546386268512,0.4024750572906345,0.6576026681140391,0.6737247342642112,0.0790286939846287,0.5437225326594969,0.8037269358689255,0.2237980124107314,0.0766908220401368,0.0976416101547063,0.3499544146667566,0.1214456225411041,0.0548437366148646,0.0312276758096517,0.2116635692725564,0.823675033578264,0.0623622468807297,0.7210891374594636,0.9262609296970644
209,48.0,combo_recovery,Combination recovery program,0.5229113270888391,0.0792270185578767,0.3925828815611319,0.6532397726165464,0.6705696693167832,0.080808388314413,0.5376398705395736,0.8034994680939928,0.2265111437495739,0.0781834447141461,0.0978993771948036,0.3551229103043444,0.1243125210777355,0.0558655943360403,0.0324136183949492,0.2162114237605218,0.8237235606912174,0.063995278321623,0.7184513278521475,0.9289957935302874
